5000 300000
881 4197 157
512 1521 -44
330 2378 43
3726 4564 -130
2029 2100 -20
768 1132 -92
3319 4881 153
776 1180 -135
860 3006 177
859 4691 139
1239 4076 65
3133 3329 220
1902 2675 19
1305 1621 99
4145 4430 123
607 1959 -133
1320 2434 138
743 1962 184
2859 4018 -36
693 1034 -117
1738 2206 129
2770 3516 -54
882 3573 79
1000 1069 -146
566 946 -36
1796 1921 58
477 2321 -91
3998 4012 -83
3402 3824 0
1687 4969 220
2618 4038 133
543 1295 -60
235 3413 139
268 802 36
154 3884 -3
997 1438 -101
2986 3680 164
4037 4818 103
1248 1499 79
947 1808 200
713 1487 -52
4088 4322 162
1550 4373 -74
644 2652 218
2707 2936 195
1531 3219 195
1911 3495 -129
952 2588 129
651 4827 164
3809 4606 46
928 3494 -27
2211 4758 9
2723 3052 248
822 4037 -33
609 1224 93
2403 3075 -23
1931 4209 134
117 3348 88
258 2258 -103
1136 2979 -83
828 4081 -120
1291 1461 168
1632 4194 -119
3878 4378 147
2282 2478 21
3499 4263 230
696 2532 -73
1678 2287 -41
986 2207 99
3006 4484 166
700 3383 205
1977 3660 162
444 2848 140
56 4621 104
2358 4144 21
2628 3763 168
1741 3737 15
748 815 23
1519 2675 61
1541 2754 -98
1775 3539 192
820 3763 245
37 246 -146
3181 3476 -26
530 3079 73
1900 3702 -130
2716 3741 -34
218 4567 238
1035 4984 23
3371 4481 101
1835 3077 239
111 2528 -145
1371 3136 -89
636 3927 -126
2908 4114 78
582 2446 -38
3636 4364 80
470 1379 192
1517 4473 -91
585 4373 211
2901 4029 14
1139 2912 98
1144 4849 -61
4557 4758 -17
558 1068 -69
2660 2740 -97
472 3038 205
32 2877 -62
1546 3244 -90
1016 3304 137
1822 4828 151
201 4967 -88
860 2816 -93
1574 4767 -63
1189 3491 244
1688 4597 -7
4141 4656 3
4587 4738 95
3050 4302 -26
722 4124 216
3444 4057 -96
3132 4923 -2
3537 4511 122
1481 2338 48
3867 4491 179
1542 1556 115
326 4032 247
547 779 108
3066 4589 -145
253 3249 -97
1944 4133 -130
2304 4401 -34
561 662 37
1664 3813 160
3608 4526 229
487 3483 -148
4277 4431 -20
192 976 -149
1363 1398 -29
1989 2910 -134
2088 3634 60
357 3636 207
188 3179 -99
1597 2437 -24
4324 4837 47
1388 3478 -83
1098 4983 -129
1527 3372 -21
1678 2680 43
2354 2720 159
3816 4635 -129
1302 2291 13
2414 4146 59
1710 4851 172
309 4573 227
1472 4077 -145
960 1809 38
224 330 95
3331 4801 130
711 3140 71
1011 4808 -126
3713 4955 -128
597 1592 225
2899 3562 -36
2548 2998 71
3623 3818 -88
1515 3625 -49
978 3482 -99
2097 3721 -30
352 1218 245
3602 4481 -142
883 4691 42
897 3612 -111
610 2921 -93
955 1838 36
2186 3503 -1
26 4368 -33
373 1678 85
4243 4631 132
543 2692 180
609 4732 159
3870 4684 117
967 3498 44
94 4287 35
642 4699 82
2255 3435 -52
200 474 219
4110 4939 -126
3965 4004 -87
2606 4479 15
1774 2283 10
1869 3506 20
2172 2565 111
572 3892 234
2121 2858 200
3088 3897 16
702 3132 135
1660 4777 56
36 1440 179
2336 3764 -128
1654 1815 163
4130 4565 217
2782 4992 118
1025 1412 9
1736 3551 -145
2921 4996 -2
1248 4374 235
979 3748 35
1035 2585 -17
183 1939 79
1548 1814 -125
1948 4112 200
343 2827 24
1983 3087 -44
944 2230 245
1683 3150 248
151 4537 107
3206 4498 227
3409 4897 166
3184 4326 -23
1223 1628 171
2001 2670 88
372 464 206
778 3879 71
1258 3525 -43
486 3540 -28
997 4429 235
144 4104 -127
3710 4907 25
3794 4393 44
751 1887 -74
2313 2771 237
927 3565 56
239 2999 110
873 4514 42
2901 4677 245
312 3626 136
1883 4492 124
4089 4972 46
3261 4987 8
4736 4929 181
3587 3588 -22
3163 4407 188
2385 2642 229
2157 2713 -50
1231 1858 -109
61 3517 168
3751 4023 30
4073 4400 185
331 1398 -12
1040 2281 42
463 1954 149
1833 3586 -41
381 861 224
940 1905 81
4118 4396 -84
2047 3941 20
1290 3539 12
1100 1369 177
3177 3685 12
1140 3251 -46
1626 3295 181
525 3256 84
389 1101 111
1499 3856 249
2999 4098 -41
690 2818 125
709 3653 -111
1550 3960 -91
3777 4410 -77
1238 2282 62
1840 2729 194
2509 3523 -134
1566 3558 -53
3277 4644 176
1522 2527 0
3752 3921 -123
1242 1304 -145
1008 3104 -57
1418 2768 79
42 1744 -76
2068 2734 -21
1830 3697 37
3846 3937 137
3434 4263 -89
790 2137 240
624 4537 16
346 2071 218
1820 1958 -70
724 1238 -37
1118 4122 14
137 4786 80
2598 4733 176
534 1024 -129
2220 3825 -107
2076 4931 187
1250 1745 -69
3373 4313 116
2350 2588 181
2326 4992 31
880 4648 73
1227 1397 157
2913 3547 217
532 4238 126
1032 4074 -13
1148 3204 -64
636 2268 -44
2639 4572 -13
1826 1852 -67
948 2319 -80
447 4685 192
2482 4223 35
1591 3827 -80
1113 2304 -56
977 3976 120
1297 3766 48
2498 4596 -98
912 3232 -111
3950 4973 -112
296 4259 -117
1642 4207 103
120 4285 156
62 4018 -40
938 1645 0
491 3172 245
1064 4254 104
434 736 162
56 2768 41
1177 4272 157
1127 3749 102
786 1723 -131
971 1438 -52
1246 4565 244
484 1492 87
1311 1890 -79
3817 4724 144
1367 3748 8
912 4736 248
2024 2284 -76
1147 1948 -81
283 1181 118
778 1682 -111
3072 4791 154
3122 4410 174
1012 1983 83
256 1708 218
1829 1932 -147
2368 4949 46
3297 3527 65
3127 3583 -123
839 1230 -79
1099 3743 -78
3023 4473 124
579 4323 48
2097 4088 -43
40 3448 6
510 2569 -84
599 3115 19
2163 2708 182
2850 3845 240
342 1734 27
2558 4097 118
4154 4985 -121
2192 3889 33
253 3598 -133
2519 4841 -141
2253 2335 -139
2951 3407 -136
534 3967 -56
757 3124 81
666 768 -31
19 1208 10
210 3081 21
3272 4706 159
507 3657 190
900 2272 -31
2273 3216 59
786 3221 11
3415 3534 6
1806 4028 98
3972 4290 -63
666 1163 -15
1700 2816 201
2216 3844 180
1153 3275 -114
2253 3986 -41
1317 2595 249
2582 4437 104
2354 3605 6
3323 4100 -52
3580 4089 128
2078 2161 -132
3406 4450 -143
3991 4562 -81
4035 4810 31
3570 3829 -111
1371 2503 164
847 3633 76
1991 4643 -40
1791 3843 146
2601 4357 236
551 1412 157
277 838 209
1741 2414 -17
2608 3756 215
436 1403 229
1902 3703 -27
995 2016 220
1052 2754 176
2530 4777 -9
62 4955 135
420 626 3
268 3319 -67
473 4496 -64
2071 2468 60
1403 4558 34
733 3935 250
2151 2322 106
1097 4268 -49
2304 3301 216
383 3252 -63
819 4873 -6
707 1817 25
52 582 220
2123 4769 192
4018 4300 -84
656 4168 -130
508 931 44
2064 2699 -5
147 1756 166
2567 3361 194
2213 2618 -68
1721 2896 -92
1648 3059 -14
2178 2460 16
555 2399 -143
1171 4814 -82
1461 2591 -125
450 2644 96
2062 2238 -120
801 4359 -138
465 4018 121
1794 4247 -35
1558 3542 -22
2344 3098 -22
64 252 -18
1356 2445 53
898 4722 221
1226 1812 247
4291 4838 -31
2853 3401 -43
2959 4876 -11
1039 1890 -116
158 1685 63
1187 2484 96
4236 4351 221
100 146 -140
3308 3695 86
4039 4963 -66
173 3141 60
1948 4590 96
890 1771 240
1078 4665 -60
2372 4181 14
1371 3554 -32
915 3635 129
717 3304 150
1251 1569 151
1229 4663 -37
427 1235 17
582 2632 162
4075 4526 121
196 4123 157
87 692 219
3820 4972 183
2165 3174 160
1589 2418 139
65 3013 122
630 1174 -41
98 2050 87
3491 3964 -58
2401 4193 187
3929 4946 -17
1403 1724 247
255 2346 79
3427 3873 44
969 4211 -97
104 3438 -53
527 3702 -88
3472 4266 204
978 3533 -81
478 674 183
1109 1520 -35
3291 4063 240
2015 3036 7
3415 4085 -74
368 3761 31
4563 4657 -101
1452 3006 -114
3683 4279 -25
868 4207 -108
2174 2657 -2
2608 4824 -148
1237 3022 -72
2253 3849 -137
4115 4895 222
2388 2888 165
1487 3077 232
3007 3573 -58
879 1767 194
4030 4074 163
1202 3220 153
733 3416 32
547 2111 142
691 3671 160
2255 4229 162
4117 4984 97
1211 4243 86
988 1712 -119
4179 4876 233
2055 3142 -137
197 4180 12
2012 3914 248
1557 4673 78
2156 4801 101
2654 4537 143
1509 2130 -43
2362 4394 83
476 4366 -1
1049 1496 -52
605 4316 -52
3360 4546 145
1122 3432 246
1688 2237 77
3857 4489 -139
636 1260 161
2701 4767 -69
1559 1817 156
3993 4997 229
984 4001 104
2947 4032 -44
2608 3763 28
4485 4611 3
1065 2514 -25
3515 3777 110
335 1863 -145
671 4983 -28
487 4526 38
532 3819 222
1286 4743 -131
191 1755 -118
247 486 -35
1321 4926 -66
171 2776 -91
12 1455 244
1339 3865 116
1230 2560 57
161 2950 -35
1628 3386 128
1579 4957 -103
503 4048 119
3967 4327 55
945 4558 180
609 2635 -20
4021 4114 -106
2950 3091 27
3239 4294 44
1953 4403 125
3882 3902 -124
976 983 134
144 3057 -54
801 2829 5
2782 4135 156
1818 4919 215
900 4368 -103
1715 3962 26
708 3563 29
3891 3999 125
967 4105 -13
3512 3790 154
949 3573 -128
2462 4519 89
3845 3890 40
1536 4274 -121
682 4079 -125
883 3452 -120
2671 3072 36
1014 3520 24
207 1164 207
747 802 -24
376 892 -40
1787 2500 202
189 1593 36
263 3929 85
263 2914 203
2684 4742 -121
2921 3796 -128
1522 4455 -28
2308 3909 185
2627 3879 -65
1255 4751 17
1218 4494 26
1813 4347 199
222 4636 -71
2475 4444 44
4166 4822 -75
2285 4398 228
2095 3057 76
1601 2023 238
1319 1401 212
1148 3863 211
3240 4706 85
1643 3107 -4
3170 4071 58
720 4063 -123
576 3630 92
35 2533 239
1260 3533 119
2262 2916 210
2032 3886 -25
129 764 67
1917 3044 -20
2546 2564 -36
2228 2561 17
2099 4293 179
3863 4867 -6
3906 4867 125
604 1772 112
1523 2773 149
163 1468 170
1921 2348 -102
2918 3027 227
476 674 72
532 4156 53
321 857 89
1618 3010 103
1421 4860 -11
1418 3816 226
1168 3688 49
1169 1573 53
2201 3690 54
600 1903 146
2956 4512 -3
469 4550 221
1888 4389 234
1031 4672 -62
2893 4871 -110
1183 3550 -83
529 548 131
3474 3701 -21
3348 3750 40
145 2410 35
225 3484 0
590 2858 221
79 2881 229
38 4170 126
2381 3468 25
2922 4363 207
3799 4708 142
4134 4240 97
507 674 118
1154 1892 241
94 4439 20
1829 2233 -77
607 848 62
45 4959 12
2698 4735 -2
1030 2324 -78
1847 2589 -42
1709 3463 -24
1420 4900 183
1389 3791 36
1732 4334 85
105 3383 208
615 1158 101
457 1036 -85
370 764 200
722 4331 36
2680 3296 -136
545 3456 143
526 2275 148
703 932 145
3944 4933 165
847 2073 -81
272 2550 208
2799 3832 240
339 3137 35
668 1684 145
359 3468 2
645 1339 -39
744 4214 -71
881 2341 122
2136 4779 44
3577 3590 69
1466 3851 -147
2409 4978 -17
189 2610 -109
2622 3634 -53
689 2417 168
504 2757 -2
1189 4240 81
1507 2975 -43
206 4353 83
1220 3613 45
2205 4331 -31
2446 2932 27
471 2066 218
1002 4755 -67
1160 2023 184
467 3456 206
853 3763 192
1144 3448 -88
1285 1618 -43
1467 2127 192
2808 2817 107
220 4077 -20
1990 4466 44
642 3567 -147
2984 3337 77
872 4880 -46
1465 3722 -44
1350 4334 -16
475 1329 -26
787 2438 171
3684 3841 20
1294 3000 -13
3460 4898 -132
4198 4803 51
1389 4906 173
350 356 8
1576 4336 -33
1768 4482 250
433 564 -149
1806 4482 89
3506 4645 123
3188 4525 124
4090 4378 -21
152 3084 125
3135 4980 -120
1865 3679 -86
623 4278 100
1997 3071 55
506 3065 155
2005 2070 -115
551 3494 -90
2269 2477 4
3225 4985 86
400 4961 -28
378 4026 -72
1439 3999 -126
2473 4300 -10
3067 3439 118
1802 2401 -94
422 2854 100
709 4676 200
1149 3925 -110
1553 4747 13
2475 4564 169
1682 2920 2
2343 2975 209
1080 2913 15
2142 4761 116
1643 3759 190
1605 1701 113
988 3212 -12
367 2888 -80
576 3927 123
3919 4644 56
603 3763 231
1546 4687 -51
1200 4372 -2
295 2404 124
90 1248 -89
381 2025 30
1252 1902 197
3422 3518 95
1477 4296 204
397 1064 -72
4714 4871 112
167 1984 -86
2541 4431 -130
959 2437 25
182 843 113
1275 4929 -109
3267 4546 -37
1267 1735 -45
25 4642 243
2073 3511 139
840 2176 249
1913 3289 89
3896 4801 -99
1738 4581 42
130 4109 239
3968 4202 12
1188 3268 174
28 4773 196
126 3138 240
1347 2022 63
598 2254 -32
2719 3339 -25
3083 3544 194
317 4092 231
603 4700 178
1979 3226 -127
3270 4095 199
998 3456 -42
904 3703 89
474 2903 147
1742 4339 -39
1530 3310 -134
1016 2250 193
2543 3907 239
2634 2693 198
2576 4277 -10
154 1298 122
548 2350 -60
1058 3564 -5
747 3091 212
787 4623 55
1638 2886 114
2130 3964 229
1680 4376 116
215 4563 44
1562 3290 -149
274 396 208
880 4309 226
3704 3830 146
2092 3646 193
3161 3988 25
1283 4252 73
1592 2079 141
390 3103 165
308 3607 105
296 1879 237
3512 4369 206
664 761 106
349 4429 -113
492 1760 247
1248 4431 -35
2152 3220 52
133 3115 138
58 3666 141
1737 2488 -97
2241 3181 -15
325 2190 176
1108 2906 162
631 4369 126
3351 3683 -18
146 3570 -35
3842 3844 -60
2167 2476 -56
991 3198 -131
2651 4902 148
557 4988 105
2226 4230 114
2275 2845 184
637 1857 207
255 3426 197
295 3245 -30
2634 3888 20
659 1495 175
2160 4274 -91
1170 3527 241
2304 4944 1
1843 3973 -60
2588 3557 185
2255 4959 72
1701 3192 -19
3781 4794 -128
3627 4991 23
1671 1848 173
1033 4442 14
985 4326 -112
399 989 115
1209 4650 0
1157 1909 -150
2986 4764 -145
1462 3269 -64
2106 2464 208
669 4380 -12
227 2488 -81
3093 3389 197
1631 3210 173
1428 3827 -70
1744 3768 136
3320 4274 24
207 3069 239
1262 4065 -17
586 4619 206
2141 2852 30
3276 4891 14
4244 4691 -59
2331 4585 191
704 2366 67
2381 4048 208
790 4658 247
348 1806 -107
2905 3070 -137
1546 3054 247
156 3440 205
2960 3401 182
2029 4757 224
2331 4246 -51
637 1585 -31
2670 4783 58
530 1527 122
246 2383 6
3313 4602 237
499 2319 -97
1009 1275 -59
1762 4582 21
3658 4674 -68
618 3785 64
1063 2598 -114
70 3740 -97
909 2508 90
2624 3559 -133
1683 3701 -92
1107 3240 -21
445 3045 -128
636 1286 128
33 2832 249
2633 3190 12
654 2765 -7
3778 4818 -112
1574 3987 36
4104 4223 -73
4548 4685 69
2766 3375 -52
1609 2391 -46
722 2105 -107
448 1130 103
363 1094 85
416 4417 114
599 3434 -143
2451 4483 26
2350 4625 -4
1654 3578 -38
3616 4432 -129
3233 4789 -85
2496 4482 113
191 3952 122
3272 4381 177
3793 4141 207
1791 4141 -39
640 4636 136
2091 3362 111
108 3082 -24
3921 4513 -26
2192 4915 -27
1403 2549 9
2017 2623 -138
1940 3164 34
1775 2239 -120
1366 1540 179
2199 4830 -113
1306 3211 -98
449 2825 52
2168 4275 -63
2685 3639 -7
1955 2133 160
1550 4589 191
575 762 123
1142 4934 56
2049 3326 -121
829 4943 -89
2235 4930 188
664 3321 -17
1556 4766 -30
3379 3705 -59
119 4689 -100
815 3109 -118
4500 4831 223
3730 3796 108
2175 3681 195
1178 3546 206
1534 2136 85
1770 4076 113
2756 3581 75
436 4705 86
2067 4861 130
3674 3989 62
587 4426 144
307 1064 244
1581 2757 125
3907 3946 17
2831 3954 -149
1130 4687 125
3083 4995 209
2412 2850 233
1296 2032 173
2483 3253 -110
187 1605 -37
1695 3197 9
3881 4597 21
1029 3305 2
3547 3819 221
992 4458 189
369 875 220
1765 4686 48
1349 4006 -136
274 685 201
47 1260 -114
3711 4265 -5
2789 3092 -47
1666 4634 109
1944 4099 246
3950 4596 -84
1684 3407 134
2010 4030 69
1200 1343 104
2196 2657 13
2360 2804 -113
1076 1086 104
306 2369 246
126 933 -63
2329 2910 71
3017 4110 230
1171 2683 -120
1170 2064 3
807 2227 26
2802 4169 -101
2415 3914 101
3088 4389 -2
2715 4621 -124
2949 3186 82
3026 3558 148
1968 2839 -11
975 4923 -34
2865 4091 -142
1320 2871 -100
191 987 53
3578 4432 112
509 3927 154
2246 2566 217
510 1343 63
1038 4065 180
3095 4386 155
3529 3955 56
825 4466 -73
513 1116 11
550 2517 64
1620 4736 109
165 2836 82
1100 4250 108
835 4366 27
61 1895 26
492 1588 -131
117 4557 232
3504 4303 96
239 1674 -141
567 4837 102
4092 4281 104
3412 3963 183
1787 2257 205
423 2008 240
995 4358 181
2507 3835 72
4112 4324 -76
533 2189 -15
634 2137 213
1509 3989 116
1557 4760 134
773 1039 -13
496 4629 187
4161 4460 60
2676 4602 228
467 2791 86
2114 2678 -103
958 4311 20
1293 2928 -146
1550 2518 66
386 3002 16
1433 3167 224
1843 2587 157
1220 4341 -11
3545 4294 -148
232 1655 -31
2779 2851 142
1298 2299 216
1734 1847 24
954 1765 -133
211 1962 -44
946 4805 101
583 3421 -62
576 4492 104
256 1943 58
147 3717 -115
2704 4814 13
2635 4629 119
2313 4630 107
2775 3626 -129
1756 4866 195
200 2394 -49
354 1349 73
185 3004 187
769 4234 160
868 1028 -91
3072 4699 -52
170 502 244
1052 2310 -110
437 3205 -104
1871 2161 58
1639 3802 -9
1819 2960 142
2535 4512 -34
2322 4437 -67
140 409 186
582 4392 70
387 3928 71
707 2594 -59
105 2491 48
606 3019 104
2823 3428 7
2432 3959 27
560 2509 86
1979 2644 158
3131 3966 -79
450 4683 -7
368 1620 83
315 3378 54
4664 4917 4
1236 2166 76
1326 3742 -130
2296 4689 43
655 2499 190
165 3331 41
3012 4376 -70
236 996 13
109 1817 -79
783 4345 168
874 2398 224
4372 4476 214
886 2671 -110
872 3167 -50
3320 4595 139
3268 4638 208
1776 2575 -32
1862 4270 44
491 4503 -12
2241 2343 -91
1127 1407 -139
967 1250 5
2917 3522 125
952 3880 71
25 1791 -80
1578 3137 72
2587 3300 -51
1666 4195 102
3141 3193 -118
2127 3415 -34
3437 4461 -131
1585 4265 165
3251 4892 2
376 4271 122
2887 3840 5
1910 3563 32
3585 4750 29
1742 2827 71
434 4295 -132
1210 2412 -63
649 1551 89
4763 4941 83
4134 4567 40
1433 4484 168
687 4047 214
752 3048 235
77 3637 242
1823 2641 -61
2708 3745 -106
2681 4309 -103
1476 3223 -12
951 1599 -91
442 1200 -7
205 3455 62
1894 3203 -105
1938 4501 -108
2668 3273 -48
367 3366 188
3046 4167 -99
1684 4341 109
1282 1505 -15
641 4443 -55
1386 1952 3
1685 4840 180
2085 3384 202
854 4417 97
923 1623 192
525 995 187
2870 2984 -29
1052 2735 118
626 2176 7
339 4575 -1
3030 4297 199
4049 4457 129
342 791 146
971 4313 178
571 4149 64
644 4584 184
345 4163 153
649 2119 -140
58 2418 38
607 4634 204
4592 4996 194
1632 4446 -82
2450 3855 76
2372 3860 16
1322 1339 91
1074 4399 -59
1348 3305 -9
526 3345 -68
1547 2594 113
2041 3602 -56
328 1206 246
497 4123 112
1028 2446 118
23 653 126
2435 3364 -146
542 979 81
2366 4033 189
1378 3934 -118
269 1606 36
2362 4685 -127
3712 4693 -85
212 1490 157
569 3159 133
579 3255 151
2137 3651 107
2404 3974 179
3701 4793 155
2356 3725 216
753 1884 167
26 3842 -1
128 3284 84
2493 4210 230
1801 1974 -39
266 1730 -94
1157 2458 236
3896 4394 127
1969 2247 78
2684 3323 180
1135 4479 161
2060 4822 -2
1880 2752 147
1638 2843 15
841 3337 72
641 3561 217
3239 3568 62
1558 3181 250
2637 2757 189
1614 3498 71
1813 3931 36
132 1259 148
644 2632 185
253 744 191
2061 2634 -96
4107 4720 51
1635 2327 -78
939 4854 -38
862 4934 -10
1039 4321 129
1241 4630 -98
733 2370 99
113 782 -95
460 4250 180
3324 3576 147
4077 4394 -94
1835 2652 -30
1531 1552 196
1252 2964 74
1520 3276 162
2503 3618 209
131 2296 83
2600 4707 112
822 4271 86
3410 3482 -63
2624 4572 -47
873 2678 -145
52 730 -131
1853 4249 -94
2295 4066 -150
809 1479 112
255 3701 -137
845 3043 14
1840 3298 197
1399 1618 -65
853 2566 56
1596 2373 -115
1626 1763 -102
3834 4426 -35
90 4018 -48
2078 4606 221
1352 1520 56
222 1669 203
340 4716 -131
236 4567 -78
3129 3527 210
665 3546 -65
2026 2053 197
4211 4953 82
3277 3998 -149
2548 2852 138
245 3700 20
2352 3439 151
696 3750 78
3377 4266 -68
1876 4361 153
384 4238 154
750 3326 240
230 4839 168
2797 4862 196
2413 3868 63
2750 4476 12
1111 1333 33
1983 4496 -120
589 1444 -149
985 4563 -140
105 2776 105
4158 4733 -60
1583 4805 -139
1530 4702 169
2445 2536 112
3081 3973 110
343 398 -96
1766 2369 199
452 2018 175
1699 4018 222
1026 4494 85
691 2599 137
1267 3178 229
391 3012 -2
2026 2450 73
330 2723 -84
1028 1132 222
2057 2528 -130
1027 2379 37
687 2821 -65
2311 2426 108
533 3909 17
2344 2611 237
130 3060 -100
2665 4710 190
69 3882 -9
477 4037 -140
706 1290 -98
104 2188 -80
984 4510 114
3315 3557 186
2466 4972 154
3475 4160 -63
1337 3585 28
2557 3005 -48
1854 2602 104
2629 3040 108
1503 3391 -57
2035 4982 -50
56 339 40
2769 3392 237
1256 4515 9
2400 4976 38
1474 2103 119
3656 3947 141
517 4912 72
4123 4814 -85
1198 3510 -115
558 3674 48
2774 3891 12
829 3443 214
1785 2884 43
348 4169 -80
1915 4081 18
1363 4959 22
1922 3684 -47
1786 3360 177
4315 4542 64
735 2339 -68
2347 2619 -126
1905 2325 140
2200 3000 -62
2727 3661 138
1389 2780 -120
2334 4346 76
2396 4734 -66
798 3278 216
1935 4265 -47
925 3227 40
1502 3745 230
1875 2587 111
2447 2588 47
365 1252 210
1844 2560 -48
1067 1519 201
1983 2137 -5
2 160 19
1715 3100 -45
4687 4709 138
2072 2210 -87
1267 3759 117
1871 3318 -145
2644 2684 69
3606 4873 238
1665 3952 104
1415 2485 208
1985 2703 -72
2100 2898 0
530 3483 125
564 4944 137
80 261 -16
3154 3477 -142
979 2638 164
1366 1550 -109
2570 2812 125
1012 4859 -55
854 4311 180
2955 3953 -28
1924 2991 -143
89 4259 49
1622 3150 231
1720 4959 215
2656 4021 -67
253 4248 40
1620 2949 203
79 1014 246
2008 4279 158
411 4552 -122
414 2851 239
198 1123 208
2726 3748 -11
2384 2535 -94
2767 3081 143
635 4315 -78
2403 3804 77
1886 3262 91
3585 4046 65
520 4894 250
213 3759 126
1442 3215 -125
4186 4849 142
2021 3504 197
594 2561 197
4266 4809 167
1976 4261 86
3408 3764 1
4100 4279 -124
2583 3741 24
1051 4657 126
670 4489 31
3585 4395 205
1898 3204 29
985 3804 0
470 1183 -141
2678 3666 131
1233 4246 -85
4572 4960 141
3903 4982 209
684 3124 32
2890 3464 48
979 2392 108
1793 2291 69
532 3192 35
2117 4707 17
2358 3779 34
2474 3614 24
113 2174 -73
705 2765 -2
1408 2994 -19
2868 3404 203
199 4979 -115
1776 4706 -131
1961 2965 203
1058 2499 81
35 1995 141
3200 4417 -119
1632 1637 -148
490 4233 137
747 4901 -45
714 2911 170
2594 3242 115
2164 3699 112
408 2342 106
2520 3558 -49
737 1296 205
1012 4652 93
3414 3929 73
47 4594 204
2481 3855 -63
1479 4884 -5
1620 4331 -81
1618 3635 -140
1670 4869 227
3344 3667 -62
3230 4710 150
571 4561 127
1015 3085 36
961 4766 -117
3412 3628 25
1301 1803 231
528 1103 174
401 734 80
290 3950 209
191 4104 66
3918 4546 164
1661 2974 -121
312 713 -9
4209 4928 47
3451 4079 138
2621 3392 199
2272 3789 81
255 1588 6
66 4836 25
1269 3534 103
1450 1769 -119
1852 2133 -26
490 777 -20
1613 4146 -28
3807 3961 124
1054 3463 5
2648 2651 91
596 599 -140
612 4812 -106
1445 3444 198
772 4727 65
307 3610 206
1376 4398 47
2969 4639 -12
2919 3325 201
4713 4975 238
2070 3588 129
331 2498 -118
2166 3025 -43
1984 4685 120
75 3083 -57
1362 4216 27
480 1356 225
334 1034 119
2910 3959 173
578 3696 163
655 4140 105
1013 4638 -13
2842 4469 -7
791 3439 57
3929 4694 220
793 4619 -42
458 1564 115
2172 3707 -31
2240 2495 8
1557 2013 75
2141 2586 74
352 2281 52
126 1990 -50
3137 3783 157
2721 3265 -78
872 4761 156
576 1841 -90
2855 4743 143
4647 4832 27
1372 3215 -86
187 1884 42
1379 1738 -65
706 735 -125
2461 2772 154
281 1706 211
3473 3807 -137
1052 2045 -143
44 1571 50
654 3461 110
4207 4883 21
905 3499 112
1200 1229 96
1958 4396 -134
188 1356 -59
3201 4224 -6
2286 2726 0
1905 2704 -92
1240 3376 -91
366 4380 -39
1125 1768 169
755 4724 52
1073 1404 -28
1666 4265 80
630 4721 249
134 2314 -3
62 1451 159
3068 4507 76
1828 4055 29
2196 2534 -87
2885 4251 37
3440 4755 -18
4295 4754 107
1655 3499 63
799 1262 -97
2101 3131 120
639 4725 15
9 3230 73
3564 4567 31
2536 4299 134
2189 4747 140
473 3894 220
916 1208 83
237 4243 -18
4411 4855 147
1541 4949 -143
4674 4905 234
362 4592 208
2289 2905 170
620 4401 -82
1647 3003 227
2431 3895 13
4224 4647 -126
790 1539 99
1833 4895 31
636 1544 204
4603 4612 -132
373 1160 -12
1065 4657 108
37 3064 142
2926 3926 -1
572 1432 132
4133 4707 180
1586 2877 -128
2663 4631 -92
981 4996 -145
1559 3364 99
859 2119 195
587 687 178
769 2184 -67
3405 4820 215
1617 4893 105
474 2468 77
3971 4092 -105
930 1006 249
3814 4680 -9
3001 3175 -80
863 2827 202
2494 4965 39
3836 4816 -28
1063 4011 52
2583 3689 189
2954 3658 -119
581 2668 134
1325 4785 221
404 933 198
1690 1724 -117
1171 3067 -121
4239 4743 -95
1146 2948 -16
3152 4945 -132
3451 4811 142
3823 4679 241
26 688 21
1833 4916 61
1253 4192 141
2668 4934 113
2359 4957 238
1527 3165 22
242 1907 123
959 2241 190
2990 3467 60
2242 2511 249
1325 3378 52
2384 2701 112
4342 4778 20
296 1653 -120
1659 3627 84
3642 4009 226
1776 4844 -100
2164 4239 108
2863 3106 238
137 4488 174
1431 2800 243
901 2946 212
4051 4693 210
3382 3956 155
2526 4095 189
408 3508 -140
2126 3746 175
2189 4433 178
347 3552 -64
153 2390 118
144 3589 220
1582 4243 182
354 629 123
544 1799 -11
408 3065 -76
3999 4068 132
1193 2521 -130
1367 1460 17
1828 4365 -23
38 1693 18
317 3138 78
144 902 -59
103 2329 45
384 4002 -11
219 2033 167
542 2577 -136
502 4411 -96
683 2427 148
957 4590 -113
2661 3454 193
984 4806 -23
4838 4840 43
435 1772 -31
67 4024 54
1794 4695 118
2423 2875 -54
2778 3154 142
1512 3875 -26
1524 2461 231
2564 2913 225
1567 4397 199
22 2616 228
23 3092 94
228 2614 -87
78 3493 13
476 4600 -98
812 2291 -40
1580 4700 -59
1717 3307 -139
1589 3564 78
310 489 90
4033 4510 235
2388 2762 -131
1031 3415 -115
335 1768 -4
1382 1956 141
3235 3556 115
2325 4762 56
3712 4220 -42
120 2374 222
115 2225 249
777 4703 -93
2172 4246 149
2036 4711 244
1833 2566 67
1090 4335 158
1749 4301 147
3515 4913 151
1857 3797 10
2054 4060 115
141 1555 -147
113 1515 239
2538 4626 114
444 1585 -3
1681 2750 -91
632 4431 72
2646 4292 146
3122 3697 38
1375 4613 6
564 1392 78
4303 4510 -83
711 723 -116
102 3220 -34
3638 3857 169
3471 4193 -58
485 3502 157
1321 4720 -41
419 4276 88
661 4827 -141
2753 4005 -38
